Unnamed: 0,image_id,street,citi,n_citi,bed,bath,sqft,price,img_f1,img_f2,img_f3,img_f4,img_f5
10076,10076,36361 Woodbriar Street,"Yucaipa, CA",413,4,2.1,2278,645000,0.0,0.34795162,0.0,0.0,1.6100924
10164,10164,984 TIROL Way,"Lake Arrowhead, CA",182,3,2.1,2444,685000,0.0,0.39716125,0.0,0.0,2.0174637
10379,10379,828 Buckingham Drive,"Redlands, CA",304,4,3.1,3419,785000,0.0,1.7656476,0.0,0.0,3.1677504
7292,7292,14584 Sleepy Creek Drive,"Corona, CA",87,6,3.1,4313,700000,0.0,0.78449,0.0,0.0,0.18967518
2442,2442,897 Calle Del Norte,"Duarte, CA",104,4,3.0,1729,709999,0.0,1.0756634,0.0,0.0,1.9206655
2790,2790,713 N Hagar Street,"San Fernando, CA",322,5,3.0,2658,799000,0.0,1.5971589,0.0,0.0,1.3989221
13836,13836,1817 Rancho Lomas Way,"San Miguel, CA",329,3,2.0,1500,573000,0.0,1.3315756,0.0,0.0,2.4378824
11647,11647,3115 Webster Ave,"San Diego, CA",320,3,2.0,1089,500000,0.0,1.4604015,0.0,0.0,1.7571218
5061,5061,30605 Sorrel Lane,"Canyon Lake, CA",64,7,6.1,6360,1450000,0.0,0.38904232,0.0,0.0,1.8245578
11797,11797,1122 Lauriston Dr,"San Diego, CA",320,4,2.0,1395,499900,0.0,1.1735208,0.0,0.0,2.1900437
461,461,1731 WESTMORELAND,"Los Angeles, CA",207,6,3.0,3439,1250000,0.0,0.5182276,0.0,0.0,0.41456196
9627,9627,7459 Jutland Lane,"Chino, CA",79,4,3.0,2098,499990,0.0,0.7660841,0.0,0.0,1.7429782
4553,4553,13202 Marshall Lane,"Tustin, CA",379,3,2.1,1746,829900,0.0,1.1352621,0.0,0.0,1.9066348
4385,4385,6272 Larchwood Drive,"Huntington Beach, CA",148,3,2.0,1282,750000,0.0,5.183468,0.0,0.0,0.75429773
4262,4262,3508 E Baron Court,"Orange, CA",259,4,3.0,2172,750000,0.0,1.7745275,0.0,0.0,0.705063
2932,2932,1338 Golden Coast Lane,"Rowland Heights, CA",315,6,4.1,3793,968000,0.0,1.558334,0.0,0.0,0.7481221
14805,14805,62 W Elfin,"Port Hueneme, CA",291,3,2.0,1085,359900,0.0,1.9878699,0.0,0.0,1.8486954
13323,13323,14844 Elijo Way,"Jamul, CA",159,4,3.1,4937,999000,0.0,0.49821237,0.0,0.0,0.3756413
1189,1189,38107 PIONEER Drive,"Palmdale, CA",267,5,3.0,2988,375000,0.0,0.53410804,0.0,0.0,0.20652723
14543,14543,6420 San Onofre Drive,"Camarillo, CA",59,4,2.1,2335,1225000,0.0,0.26344264,0.0,0.0,1.4177785
1568,1568,1841 Hanscom Drive,"South Pasadena, CA",355,1,1.0,512,449000,0.0,0.6584313,0.0,0.0,1.9958533
8811,8811,816 Ivy Lane,"Lake Arrowhead, CA",182,2,1.1,871,319000,0.0,0.40128893,0.0,0.0,1.5934776
7814,7814,1504 Harness Lane,"Norco, CA",243,5,3.1,3895,829800,0.0,2.456055,0.0,0.0,4.2367887
11404,11404,131 Woodstork Ln.,"Fallbrook, CA",116,2,2.0,1166,399000,0.0,0.0,0.0,0.0,0.12216193
6796,6796,35020 Cedar Ridge Court,"Winchester, CA",407,4,3.1,2946,574999,0.0,1.56213,0.0,0.0,1.8308727
14821,14821,146 Ripley Street,"Camarillo, CA",59,2,2.0,959,439000,0.0,2.3166287,0.0,0.0,1.978126
10824,10824,6172 Lisieux Terrace,"San Diego, CA",320,4,2.1,3093,1075000,0.0,0.10460046,0.0,0.0,1.5914711
4645,4645,44 Fuchsia,"Lake Forest, CA",186,3,2.1,1693,838000,0.0,1.0345083,0.0,0.0,1.9035815
8470,8470,10671 Joshua Road,"Apple Valley, CA",15,3,2.1,1673,249900,0.0,2.135376,0.0,0.0,1.0325294
7724,7724,76857 Inca Drive,"Indian Wells, CA",153,4,3.1,3217,849000,0.0,1.370336,0.0,0.0,2.18856
13932,13932,6605 San Anselmo Road,"Atascadero, CA",21,4,3.0,2118,599000,0.0,0.99624974,0.0,0.0,1.5243331
9768,9768,1225 Marina Drive,"Needles, CA",235,5,5.0,3999,569900,0.0,0.87503666,0.0,0.0,1.6646997
3600,3600,13190 Seaview Lane,"Seal Beach, CA",343,2,1.1,1200,398000,0.0,1.8104151,0.0,0.0,1.83249
2099,2099,3136 Frieda Street,"West Covina, CA",397,5,3.0,1895,650000,0.0,1.7183905,0.0,0.0,1.5836394
14514,14514,2362 Leeward Circle,"Westlake Village, CA",401,2,2.0,1609,1125000,0.0,0.8898521,0.0,0.0,1.6508157
1666,1666,1728 E 123rd Street,"Los Angeles, CA",207,3,1.0,955,449900,0.0,0.9830645,0.0,0.0,0.42605513
1435,1435,42872 W 48th Street W,"Lancaster, CA",193,4,2.0,1992,439000,0.0,1.101265,0.0,0.0,1.7441528
7158,7158,44840 Doral Drive,"Indian Wells, CA",153,3,3.0,2855,695000,0.0,0.9393209,0.0,0.0,1.7623485
9501,9501,5737 Delamar Drive,"Fontana, CA",119,4,2.1,2492,499000,0.0,1.6202213,0.0,0.0,1.7735592
9736,9736,441 Villa Grove Avenue,"Big Bear, CA",38,4,3.0,2228,599900,0.0,1.2200869,0.0,0.0,1.634443
281,281,2513 Beechwood Way,"Pine Mountain Club, CA",282,3,3.1,2475,535000,0.0,0.63686794,0.0,0.0,0.7067337
15350,15350,741 Knollwood Drive,"Newbury Park, CA",238,4,3.0,2006,799000,0.0,0.63444465,0.0,0.0,1.7140294
1768,1768,11074 Plainview Avenue,"Tujunga, CA",378,3,1.0,1064,519000,0.0,0.4865603,0.0,0.0,1.7708142
9288,9288,738 Tehama Drive,"Big Bear, CA",38,3,2.0,1902,499900,0.0,1.4756845,0.0,0.0,1.44794
5176,5176,810 Rose Avenue,"Palm Springs, CA",266,4,3.0,2232,1995000,0.0,0.9586582,0.0,0.0,1.8693397
13442,13442,2690 Neal Springs Road,"Templeton, CA",370,3,4.0,2189,1075000,0.0,0.16255832,0.0,0.0,0.6538925
13488,13488,2490 Cielo Vista Road,"Paso Robles, CA",275,4,3.0,2817,1380000,0.0,0.050293665,0.0,0.0,0.0
11004,11004,6639 Linda Ln,"San Diego, CA",320,4,3.1,2882,1499000,0.0,0.9509998,0.0,0.0,1.7505612
9935,9935,5944 Crestmont Drive,"Chino Hills, CA",78,4,3.0,1934,620000,0.0,2.447864,0.0,0.0,4.0663905
13784,13784,151 Shadow Creek Lane,"Paso Robles, CA",275,3,2.0,1430,514000,0.0,1.3290957,0.0,0.0,0.16620742
5422,5422,2732 La Paz Avenue,"Hemet, CA",141,2,2.0,1089,215000,0.0,1.2922866,0.0,0.0,4.965996
1362,1362,3109 Sandstone Court,"Palmdale, CA",267,4,3.0,2287,429000,0.0,1.3918912,0.0,0.0,2.097399
10543,10543,11980 ORGREN Street,"Chino, CA",79,4,3.0,3500,859000,0.0,1.8911269,0.0,0.0,1.7036291
13267,13267,1914 Playa Riviera Dr,"Cardiff, CA",66,3,2.0,1433,950000,0.0,1.6461546,0.0,0.0,1.7842288
4019,4019,4421 Dorthea Street,"Yorba Linda, CA",412,4,2.0,2005,695000,0.0,1.0991418,0.0,0.0,1.8563253
14956,14956,Address not provided,"Oxnard, CA",261,3,2.0,1704,550000,0.0,0.914442,0.0,0.0,0.49511716
15449,15449,5997 Wheeler Canyon Road,"Santa Paula, CA",338,3,2.0,1561,895000,0.0,0.33577642,0.0,0.0,1.8864177
3422,3422,1301 Skokie Road,"Seal Beach, CA",343,2,1.0,750,195000,0.0,3.0567586,0.0,0.0,4.651111
12904,12904,10420 San Vicente Blvd,"Spring Valley, CA",356,6,3.1,3354,769900,0.0,0.8374436,0.0,0.0,0.7135327
13626,13626,3078 Wilton Drive,"Cambria, CA",60,2,2.0,1651,400000,0.0,0.37977952,0.0,0.0,0.13340312
4802,4802,34 Waterspout,"Irvine, CA",157,3,2.1,1785,978000,0.0,1.6517477,0.0,0.0,1.797855
12029,12029,9722 Roe Dr,"Santee, CA",341,5,3.0,1967,598000,0.0,0.6236746,0.0,0.0,1.5355729
14477,14477,410 Saint Andrews Way,"Santa Maria, CA",336,3,2.1,2615,749000,0.0,1.8971295,0.0,0.0,1.5674592
14144,14144,618 Camino Del Rey,"Arroyo Grande, CA",18,4,3.0,3034,749000,0.0,1.0425899,0.0,0.0,1.5682602
622,622,9226 Live Oak Avenue,"Temple City, CA",369,4,4.1,3824,1998000,0.0,2.0164015,0.0,0.0,1.8278844
567,567,450 N Paulina Avenue,"Redondo Beach, CA",305,4,2.0,1792,1749000,0.0,4.0525656,0.0,0.0,0.893281
5383,5383,1129 Bottle Tree Way,"Hemet, CA",141,3,2.0,1318,239500,0.0,1.1432676,0.0,0.0,1.7927325
13974,13974,2015 Vista Oaks Way,"Paso Robles, CA",275,3,2.0,2050,689000,0.0,0.74182636,0.0,0.0,1.5661149
10419,10419,3197 Montelena Court,"Chino Hills, CA",78,4,4.0,2500,779000,0.0,0.40481344,0.0,0.0,0.7927779
7262,7262,12433 Mississippi Drive,"Mira Loma, CA",216,5,3.0,3467,650000,0.0,1.3416351,0.0,0.0,1.3708949
802,802,44555 Lostwood Avenue,"Lancaster, CA",193,3,2.0,1240,290000,0.0,7.1346874,0.0,0.0,1.145319
12853,12853,3786 Foxglove Ln,"Fallbrook, CA",116,3,3.0,3566,799900,0.0,1.0948157,0.0,0.0,0.7845962
9402,9402,16739 Inverness Lane,"Fontana, CA",119,3,2.1,1977,468000,0.0,1.3315352,0.0,0.0,1.4482411
6814,6814,51475 Calle Jacumba,"La Quinta, CA",175,4,3.0,2423,555000,0.0,0.77253485,0.0,0.0,1.9278226
64,64,2317 Glacier Drive,"Frazier Park, CA",122,3,2.0,1290,237500,0.0,0.0,0.0,0.0,2.0519466
14799,14799,17104 Village 17,"Camarillo, CA",59,2,2.0,1123,375000,0.0,0.7244631,0.0,0.0,0.19180402
1871,1871,780 N Towne Avenue,"Claremont, CA",81,3,2.0,1305,579999,0.0,1.3001145,0.0,0.0,1.5343077
3202,3202,20103 Chianti Court,"Yorba Linda, CA",412,3,2.1,2418,1199999,0.0,1.8765501,0.0,0.0,1.7063643
6276,6276,29816 Andromeda Street,"Murrieta, CA",233,4,3.0,2977,455000,0.0,1.9316543,0.0,0.0,2.0108666
6987,6987,1253 Linda Vista Road,"Palm Springs, CA",266,3,2.0,1927,625000,0.0,0.93648815,0.0,0.0,1.7517304
6958,6958,43084 Knightsbridge Way,"Temecula, CA",368,5,2.1,3395,624900,0.0,1.7530324,0.0,0.0,2.0571816
13392,13392,1047 N Orange Ave,"Fallbrook, CA",116,5,3.0,4273,949000,0.0,0.14256704,0.0,0.0,0.7791835
6480,6480,35218 Slater Avenue,"Winchester, CA",407,5,3.0,3689,485000,0.0,0.87851495,0.0,0.0,0.29061055
3593,3593,8071 Worthy Drive,"Westminster, CA",402,2,1.0,900,399000,0.0,0.6154809,0.0,0.0,0.024431765
12193,12193,8960 Greenview Pl,"Spring Valley, CA",356,3,2.0,1548,595000,0.0,1.1571999,0.0,0.0,1.7293442
98,98,10017 Laurie Avenue,"Bakersfield, CA",24,3,2.0,1515,275000,0.0,1.3895916,0.0,0.0,1.6987822
5667,5667,1346 S Bay Hill Road,"Banning, CA",26,2,2.0,1668,274500,0.0,1.3639324,0.0,0.0,1.6221874
188,188,26990 Owl Court,"Tehachapi, CA",367,4,2.0,2065,317000,0.0,0.61627215,0.0,0.0,0.25423062
14390,14390,408 Embassy Avenue,"Santa Maria, CA",336,3,2.0,1294,369000,0.0,1.040674,0.0,0.0,0.2276968
1483,1483,37882 Sunnyvale Lane,"Palmdale, CA",267,3,2.0,2080,408083,0.0,1.281447,0.0,0.0,5.598725
5126,5126,78137 San Timoteo Street,"La Quinta, CA",175,4,4.2,5526,1695000,0.0,1.6772958,0.0,0.0,2.04534
3446,3446,13630 Alderwood Lane,"Seal Beach, CA",343,2,1.0,750,210000,0.0,1.910642,0.0,0.0,2.0659044
12736,12736,6694 San Miguel Ave,"Lemon Grove, CA",197,3,1.0,988,749000,0.0,1.1068728,0.0,0.0,1.9686052
8102,8102,5544 Evergreen Court,"Chino, CA",79,4,3.0,3482,1188000,0.0,3.2428086,0.0,0.0,5.7619853
6957,6957,419 Santa Catalina Road,"Palm Springs, CA",266,4,4.0,2702,650000,0.0,1.9311558,0.0,0.0,1.2693645
6801,6801,9447 Paradise Place,"Riverside, CA",310,5,4.0,3615,599999,0.0,1.5930241,0.0,0.0,2.395579
15344,15344,59 W Janss Road,"Thousand Oaks, CA",372,5,2.0,2085,874900,0.0,1.2022759,0.0,0.0,2.4221938
9232,9232,443 Brentwood Drive,"Lake Arrowhead, CA",182,3,3.0,1978,399000,0.0,0.25317267,0.0,0.0,1.6528867
12368,12368,2557 Kauana Loa Dr,"Escondido, CA",115,3,2.0,1815,599900,0.0,1.1452577,0.0,0.0,1.4417738
15422,15422,4066 Calle Mira Monte,"Newbury Park, CA",238,4,3.0,2967,949000,0.0,0.7314643,0.0,0.0,6.028015
1348,1348,6921 S Main Street,"Los Angeles, CA",207,3,2.0,1248,429900,0.0,4.4957776,0.0,0.0,1.7520359
15199,15199,1626 Sweet Briar Place,"Thousand Oaks, CA",372,4,2.0,1750,699900,0.0,1.1901919,0.0,0.0,1.8006438
12721,12721,1462 Burroughs St,"Oceanside, CA",256,3,1.0,1013,730000,0.0,0.76514506,0.0,0.0,0.50772345
14415,14415,2019 San Antonio Court,"Lompoc, CA",203,4,3.0,2313,460000,0.0,1.440984,0.0,0.0,4.4713893
791,791,1855 E Avenue Q12,"Palmdale, CA",267,3,1.0,983,245000,0.0,1.4738785,0.0,0.0,1.4043075
13353,13353,27233 Red Ironbark Dr.,"Valley Center, CA",384,5,4.1,4626,999000,0.0,1.6910238,0.0,0.0,1.8138415
11244,11244,4011 Gayle St,"San Diego, CA",320,3,1.0,1260,349250,0.0,1.1854613,0.0,0.0,2.0102825
12535,12535,386 Date Street,"Chula Vista, CA",80,3,2.1,2322,679000,0.0,1.1017554,0.0,0.0,2.0117006
3063,3063,2376 N Rockridge Circle N,"Orange, CA",259,4,2.1,3549,1390000,0.0,0.77195394,0.0,0.0,1.4697537
2722,2722,7426 Gloria Avenue,"Lake Balboa, CA",183,3,2.0,1490,774950,0.0,0.7052018,0.0,0.0,1.3241545
11195,11195,305 Los Arbolitos Blvd,"Oceanside, CA",256,2,1.1,1017,290000,0.0,1.3189619,0.0,0.0,5.204429
612,612,2810 Butler Avenue,"Los Angeles, CA",207,5,3.0,2450,1825000,0.0,0.17096095,0.0,0.0,0.3108257
668,668,40955 E 159th Street,"Lancaster, CA",193,3,2.0,1320,239990,0.0,2.2082698,0.0,0.0,2.1639001
187,187,9216 Whispering Pines Road,"Frazier Park, CA",122,4,2.1,1856,328000,0.0,0.38653326,0.0,0.0,0.64286304
8765,8765,11021 E Avenue,"Hesperia, CA",143,3,2.0,2308,339900,0.0,1.2709918,0.0,0.0,0.7499988
12756,12756,2745 Monroe St,"Carlsbad, CA",67,4,3.0,2200,749900,0.0,1.3189503,0.0,0.0,2.0508687
1030,1030,15415 Calle Primavera,"Green Valley, CA",133,2,2.0,1056,327000,0.0,3.8350925,0.0,0.0,8.075748
12638,12638,29738 Roble Verde,"Valley Center, CA",384,3,2.1,3024,699000,0.0,2.239003,0.0,0.0,2.405977
5971,5971,10918 Desert Sand Avenue,"Riverside, CA",310,3,2.0,1485,369900,0.0,1.3366461,0.0,0.0,1.4324297
9277,9277,1387 La Crescenta Drive,"Big Bear, CA",38,4,3.0,2009,499900,0.0,0.70103043,0.0,0.0,2.1438315
7188,7188,35598 Meridia Avenue,"Palm Desert, CA",265,3,3.1,3026,689000,0.0,0.94209737,0.0,0.0,1.7028246
1739,1739,4123 Rio Hondo Avenue,"Rosemead, CA",313,3,2.0,1136,525000,0.0,0.20177698,0.0,0.0,0.7302737
14399,14399,1137 Grass Valley Way,"Santa Maria, CA",336,4,2.1,1668,429900,0.0,0.9012006,0.0,0.0,0.0
652,652,44144 E 3rd Street,"Lancaster, CA",193,4,2.0,1512,249900,0.0,1.4066329,0.0,0.0,2.1586723
8104,8104,4978 Paddock Place,"Rancho Cucamonga, CA",299,5,4.1,4494,1488000,0.0,0.62102336,0.0,0.0,0.2920164
4263,4263,16162 Rockaway Drive,"Placentia, CA",288,3,2.0,1855,750000,0.0,1.5027231,0.0,0.0,1.9092929
10813,10813,3034 Mountain View Dr,"Escondido, CA",115,6,6.1,8897,1500000,0.0,0.7081048,0.0,0.0,0.3015687
5387,5387,33773 Linda Vista Lane,"Wildomar, CA",405,2,2.0,1488,200000,0.0,2.162847,0.0,0.0,1.1299626
7650,7650,1407 Folson Circle,"Corona, CA",87,5,3.1,3501,749900,0.0,1.1581194,0.0,0.0,2.2200882
190,190,2321 Zermatt,"Pine Mountain Club, CA",282,3,2.1,2072,338000,0.0,0.21054165,0.0,0.0,0.22717828
5696,5696,1597 W Thornton Avenue,"Hemet, CA",141,2,2.0,1474,275000,0.0,3.1888192,0.0,0.0,3.5770645
1639,1639,1542 N Banning Boulevard,"Wilmington, CA",406,2,1.0,948,450000,0.0,0.5134688,0.0,0.0,0.4933404
9888,9888,5515 Pine Leaf Avenue,"Fontana, CA",119,4,3.0,3315,612000,0.0,0.26124242,0.0,0.0,0.065964594
3867,3867,1607 S Lamar Street,"Anaheim, CA",12,3,2.0,1150,619000,0.0,0.24118026,0.0,0.0,0.0
7631,7631,33241 Hwy 74,"Hemet, CA",141,2,1.0,1244,800000,0.0,1.0409132,0.0,0.0,3.7741413
11360,11360,5518 Trinidad,"San Diego, CA",320,4,2.1,1960,399000,0.0,0.8819394,0.0,0.0,0.18607794
13804,13804,2654 Traditions Loop,"Paso Robles, CA",275,2,2.0,1573,545000,0.0,1.5283306,0.0,0.0,1.6957216
11707,11707,271 Lausanne Drive,"San Diego, CA",320,4,2.0,1769,499900,0.0,0.5658658,0.0,0.0,0.66815794
4888,4888,3091 Promenade,"Costa Mesa, CA",89,4,3.0,2517,979000,0.0,1.9749681,0.0,0.0,1.5531452
15178,15178,96 Valley Ridge Drive,"Ojai, CA",257,4,2.0,1440,655000,0.0,1.5901213,0.0,0.0,4.0392632
11750,11750,4951 Date Street,"San Diego, CA",320,2,2.0,1183,449000,0.0,1.174664,0.0,0.0,1.7297322
2275,2275,3634 Woodruff Avenue,"Long Beach, CA",204,3,2.0,1287,650000,0.0,1.1521716,0.0,0.0,1.6171875
12172,12172,827 Grove Avenue,"Imperial Beach, CA",151,3,2.0,1039,560000,0.0,1.6359671,0.0,0.0,1.8659126
401,401,22727 Benner Avenue,"Torrance, CA",376,5,3.0,2388,1399000,0.0,1.0251299,0.0,0.0,1.7331189
6812,6812,31666 Sundance Way,"Lake Elsinore, CA",185,5,3.0,2867,549900,0.0,0.0,0.0,0.0,0.3673334
4147,4147,2870 W POLK Avenue,"Anaheim, CA",12,3,2.0,1700,669000,0.0,1.050398,0.0,0.0,1.6104113
12571,12571,12575 Nacido Dr,"San Diego, CA",320,3,2.0,1905,679000,0.0,1.1902436,0.0,0.0,0.398386
2755,2755,2619 E Larkwood Street,"West Covina, CA",397,4,4.0,2929,899000,0.0,1.8780339,0.0,0.0,3.468284
11891,11891,415 Hotz St,"Spring Valley, CA",356,3,2.0,1774,550000,0.0,1.1849856,0.0,0.0,1.8641393
14339,14339,5275 Edna Road,"San Luis Obispo, CA",326,3,2.0,2368,995000,0.0,2.278101,0.0,0.0,2.313129
439,439,1028 N Valley Street,"Burbank, CA",52,4,4.0,2097,1445000,0.0,0.965275,0.0,0.0,1.278105
9264,9264,15476 Daybreak Lane,"Fontana, CA",119,5,2.1,2225,430000,0.0,0.28589302,0.0,0.0,2.020013
1498,1498,546 Wisconsin Street,"Pomona, CA",290,3,1.0,1345,449000,0.0,6.6123886,0.0,0.0,0.67087615
6161,6161,27 Corte Rivera,"Lake Elsinore, CA",185,4,3.0,2735,449900,0.0,1.1999567,0.0,0.0,0.17776395
13440,13440,3481 Shearer Avenue,"Cayucos, CA",72,3,2.1,1891,1145000,0.0,1.4698884,0.0,0.0,1.6865784
2915,2915,423 W Meda Avenue,"Glendora, CA",127,3,2.0,1924,899900,0.0,1.017388,0.0,0.0,1.7710425
12673,12673,1560 Vista Del Lago,"Fallbrook, CA",116,3,2.1,2884,699900,0.0,0.9435715,0.0,0.0,0.8310156
7925,7925,42887 Lindsay Circle,"Temecula, CA",368,5,3.1,3781,999000,0.0,2.531462,0.0,0.0,2.1845102
8406,8406,56614 Java Drive,"Yucca Valley, CA",414,3,2.0,1534,255000,0.0,1.3029224,0.0,0.0,2.2595139
823,823,40613 Fieldspring Street,"Lake Los Angeles, CA",188,3,2.0,1134,250000,0.0,0.5584423,0.0,0.0,1.5814823
14562,14562,2677 Riata Court,"Camarillo, CA",59,3,3.0,3080,1199000,0.0,5.741211,0.0,0.0,0.12176089
426,426,1149 S LUCERNE,"Los Angeles, CA",207,3,2.0,1700,1395000,0.0,0.84739035,0.0,0.0,1.8382437
10401,10401,1232 Fox Farm Road,"Big Bear, CA",38,3,2.1,3316,775000,0.0,1.0345457,0.0,0.0,0.37214926
11219,11219,1930 W San Marcos Blvd,"San Marcos, CA",327,2,2.0,1248,279000,0.0,1.4209081,0.0,0.0,2.1892233
10832,10832,9750 Caminito Pudregal,"San Diego, CA",320,5,3.0,3609,1400000,0.0,1.3409988,0.0,0.0,1.407537
11789,11789,1622 Ravine Rd.,"Vista, CA",394,3,2.0,1300,480000,0.0,1.8818538,0.0,0.0,7.642726
1818,1818,6365 Blanchard Canyon Road,"Tujunga, CA",378,2,2.0,1100,544000,0.0,0.47161594,0.0,0.0,1.6699034
301,301,13100 Franceschi Road,"Caliente, CA",56,2,1.0,1480,599000,0.0,2.8243454,0.0,0.0,2.5100968
4907,4907,8 Carlton,"Irvine, CA",157,4,2.1,2470,968888,0.0,1.114793,0.0,0.0,1.7641302
15049,15049,613 Bismark Avenue,"Ventura, CA",390,3,2.0,1350,629450,0.0,1.2791774,0.0,0.0,0.24730092
1344,1344,13268 Judd Street,"Los Angeles, CA",207,2,1.0,680,399999,0.0,6.532057,0.0,0.0,0.12969995
74,74,1416 Sweetgum Avenue,"Rosamond, CA",312,2,2.0,956,213900,0.0,0.52393264,0.0,0.0,0.18606018
7513,7513,50240 Via Amante,"La Quinta, CA",175,3,3.1,2894,749000,0.0,0.4975058,0.0,0.0,1.4081765
15437,15437,4270 Avenida Prado,"Thousand Oaks, CA",372,6,3.0,2773,969000,0.0,0.0,0.0,0.0,1.5083956
8610,8610,16047 Coronado Drive,"Victorville, CA",391,3,2.0,1788,259900,0.0,1.3520744,0.0,0.0,2.133072
8060,8060,79955 De Sol A Sol,"La Quinta, CA",175,3,2.1,3278,899000,0.0,1.206955,0.0,0.0,7.9906673
2561,2561,8636 E Broadway,"San Gabriel, CA",323,3,2.0,1312,749888,0.0,1.3270577,0.0,0.0,0.4516453
12293,12293,1723 Medinah Road,"San Marcos, CA",327,4,3.0,2200,639000,0.0,0.73225105,0.0,0.0,1.7488079
2258,2258,3113 Hodges Avenue,"Arcadia, CA",16,4,1.0,1856,698000,0.0,1.5732131,0.0,0.0,1.7897242
6218,6218,30318 Deer Meadow Road,"Temecula, CA",368,4,3.0,2210,450000,0.0,0.67629236,0.0,0.0,0.75029945
4820,4820,6014 E Yorktown Circle,"Orange, CA",259,4,3.0,2587,925000,0.0,3.3326695,0.0,0.0,6.8643036
3691,3691,606 S Shelton Street,"Santa Ana, CA",331,2,1.0,824,489900,0.0,1.229449,0.0,0.0,0.5679049
17,17,12471 Boy Scout Camp Road,"Frazier Park, CA",122,8,3.1,4236,1850000,0.0,0.73951,0.0,0.0,2.4876256
3251,3251,1903 Santa Ana Avenue,"Costa Mesa, CA",89,3,2.0,1515,1569000,0.0,1.2165742,0.0,0.0,1.357568
2769,2769,6815 E Pageantry Street,"Long Beach, CA",204,3,2.0,1328,839000,0.0,0.41102576,0.0,0.0,0.2883405
13775,13775,22550 J Street,"Santa Margarita, CA",335,3,2.1,1532,499000,0.0,1.1251056,0.0,0.0,2.0711021
13607,13607,8555 Amapoa Avenue,"Atascadero, CA",21,2,1.0,1100,303000,0.0,0.4577548,0.0,0.0,1.9693117
13401,13401,2050 Fixlini Street,"San Luis Obispo, CA",326,4,3.1,2869,1249000,0.0,0.6208054,0.0,0.0,0.3575654
637,637,446 E Avenue R6,"Palmdale, CA",267,3,1.1,1044,229000,0.0,2.1695251,0.0,0.0,2.0463316
5202,5202,7300 Chateau Ridge Lane,"Riverside, CA",310,6,6.1,6129,1799999,0.0,0.9970131,0.0,0.0,1.6171169
5816,5816,26822 Saratoga Drive,"Menifee, CA",213,2,2.0,1776,319900,0.0,1.7156308,0.0,0.0,1.8199202
4192,4192,5681 Myra Avenue,"Cypress, CA",96,3,1.1,1851,698880,0.0,1.0851796,0.0,0.0,0.14338695
530,530,4237 Hazeltine Avenue,"Sherman Oaks, CA",346,3,2.0,2077,1699000,0.0,4.2023606,0.0,0.0,0.59018517
13183,13183,5823 Camber Dr,"San Diego, CA",320,4,3.1,2548,829000,0.0,1.4575787,0.0,0.0,1.1515926
357,357,818 Penn Street,"El Segundo, CA",112,2,1.0,1057,1400000,0.0,6.733671,0.0,0.0,0.48240262
15186,15186,2310 Bayhill Court,"Oxnard, CA",261,3,2.0,1692,731414,0.0,0.75705445,0.0,0.0,1.4616119
7084,7084,535 S Calle Santa Rosa,"Palm Springs, CA",266,2,2.0,1553,653000,0.0,1.020036,0.0,0.0,1.7917306
8079,8079,1435 Charleston Lane,"Redlands, CA",304,5,4.1,3935,1250000,0.0,1.4871628,0.0,0.0,1.3875446
4518,4518,16351 HOWLAND Lane,"Huntington Beach, CA",148,3,2.0,1637,765000,0.0,0.8336827,0.0,0.0,1.4483277
4047,4047,11702 West Street,"Garden Grove, CA",124,4,2.0,1855,699000,0.0,1.9072047,0.0,0.0,1.9441835
10570,10570,13570 Anchor Drive,"Victorville, CA",391,5,3.1,4464,892000,0.0,4.018751,0.0,0.0,6.091625
11574,11574,28948 Rocky Pass,"Pine Valley, CA",283,2,1.1,1222,419000,0.0,1.1041523,0.0,0.0,1.8953046
12987,12987,1818 Fuerte St.,"Fallbrook, CA",116,6,5.0,3843,799000,0.0,0.2654443,0.0,0.0,0.4499321
9934,9934,920 W 21st Street,"Upland, CA",381,4,2.1,1908,645000,0.0,0.9882115,0.0,0.0,1.8469625
8612,8612,636 Valencia Drive,"Landers, CA",194,3,2.0,1712,255000,0.0,2.487025,0.0,0.0,1.9553707
7556,7556,510 Beverly Drive,"Palm Springs, CA",266,4,3.0,1677,787500,0.0,0.9984543,0.0,0.0,1.4524664
13635,13635,219 Honeysuckle Lane,"Paso Robles, CA",275,3,2.0,1020,370000,0.0,0.88070315,0.0,0.0,0.6343255
5582,5582,46500 Chia Circle,"Indio, CA",154,5,2.1,1680,289900,0.0,1.8834262,0.0,0.0,1.7798527
11668,11668,1009 Caminito Estrella,"Chula Vista, CA",80,2,2.1,940,449000,0.0,0.8042066,0.0,0.0,1.5624214
611,611,551 INDIANA Avenue,"Venice, CA",389,4,2.0,1356,1995000,0.0,1.1080621,0.0,0.0,1.5609183
86,86,2223 Bernina Drive,"Pine Mountain Club, CA",282,4,2.0,1632,239000,0.0,1.1219375,0.0,0.0,6.0055223
2781,2781,1616 7th Ave.,"Los Angeles, CA",207,3,2.0,1341,819000,0.0,0.7800541,0.0,0.0,1.7070882
2106,2106,402 E BRADRICK Drive,"Carson, CA",69,4,2.0,1604,639900,0.0,2.0946207,0.0,0.0,3.8491046
7522,7522,70800 Sunny Lane,"Rancho Mirage, CA",300,3,3.1,3129,789900,0.0,0.79455787,0.0,0.0,0.8202064
