Unnamed: 0,image_id,street,citi,n_citi,bed,bath,sqft,price,img_f1,img_f2,img_f3,img_f4,img_f5
8613,8613,8175 Balsa Avenue,"Yucca Valley, CA",414,4,2.0,1558,279000,0.0,1.3474016,0.0,0.0,1.7206199
5852,5852,52200 Avenida Alvarado,"La Quinta, CA",175,3,2.0,1502,345000,0.0,1.2302705,0.0,0.0,1.900313
2733,2733,1295 Punta Way,"Monterey Park, CA",225,3,2.1,2364,845000,0.0,1.2299963,0.0,0.0,2.5265408
9712,9712,15797 Pepper Street,"Chino Hills, CA",78,3,3.0,1533,565000,0.0,2.2875447,0.0,0.0,2.7352624
538,538,708 Nowita Place,"Venice, CA",389,3,2.0,1250,1550000,0.0,5.738897,0.0,0.0,0.7121068
1816,1816,1230 Indian Summer Avenue,"La Puente, CA",174,3,2.0,1320,548000,0.0,1.2553661,0.0,0.0,2.0499902
13670,13670,650 Catala Way,"San Miguel, CA",329,3,2.0,1560,422000,0.0,1.7631541,0.0,0.0,0.0
10352,10352,5670 Vinmar Avenue,"Rancho Cucamonga, CA",299,3,2.0,2228,799900,0.0,1.329861,0.0,0.0,5.2310414
6280,6280,27834 Tall Ship Drive,"Menifee, CA",213,4,3.0,2255,434000,0.0,0.32377064,0.0,0.0,1.5518323
13845,13845,1346 Woodside Drive,"San Luis Obispo, CA",326,3,2.0,1150,599000,0.0,0.90170056,0.0,0.0,2.1455016
11526,11526,149 Johnston,"San Marcos, CA",327,2,1.0,864,449000,0.0,1.2147844,0.0,0.0,1.6994667
7873,7873,1910 Toledo Avenue,"Palm Springs, CA",266,3,2.0,1882,899900,0.0,0.7041016,0.0,0.0,1.540488
4098,4098,28202 Via Cernuda,"Mission Viejo, CA",218,3,2.0,1707,675000,0.0,0.65793216,0.0,0.0,2.2671936
3661,3661,23475 Los Adornos,"Aliso Viejo, CA",7,3,2.0,1240,489000,0.0,0.9517474,0.0,0.0,1.8016887
10220,10220,1969 Paseo Grande,"Chino Hills, CA",78,3,2.1,1811,695000,0.0,1.116925,0.0,0.0,1.7766744
11904,11904,8237 Churchill Drive,"El Cajon, CA",109,3,2.0,1704,499000,0.0,0.00014335662,0.0,0.0,0.21716622
5360,5360,1111 Maple Avenue,"Beaumont, CA",29,2,1.0,990,199000,0.0,1.4561988,0.0,0.0,1.7391504
9646,9646,11106 Kenyon Way,"Rancho Cucamonga, CA",299,3,2.1,1485,519900,0.0,1.0990734,0.0,0.0,2.1071897
6960,6960,81226 Avenida Colonias,"Indio, CA",154,3,3.0,2193,599000,0.0,0.9452245,0.0,0.0,0.13724072
13870,13870,522 Misty View Way,"Nipomo, CA",242,3,3.1,1983,599000,0.0,0.78293234,0.0,0.0,1.6508664
12591,12591,3849 Pala Mesa Dr,"Fallbrook, CA",116,4,3.1,2698,675000,0.0,1.33278,0.0,0.0,0.0
10948,10948,833 Brighton Ct,"San Diego, CA",320,3,1.1,1368,1575000,0.0,1.0110694,0.0,0.0,1.3353715
7516,7516,2659 Chad Zeller Lane,"Corona, CA",87,4,3.1,2891,792164,0.0,1.2159989,0.0,0.0,2.1455603
4249,4249,6630 SAN HOMERO Way,"Buena Park, CA",51,3,2.0,1408,695000,0.0,1.1050438,0.0,0.0,1.6787316
4766,4766,22452 Rippling Brook,"Lake Forest, CA",186,4,2.1,2449,899990,0.0,1.0284202,0.0,0.0,2.0554256
4058,4058,144 Primrose Avenue,"Placentia, CA",288,3,2.0,1300,695000,0.0,1.8296123,0.0,0.0,1.8984574
8448,8448,500 Dorn Drive,"Crestline, CA",92,2,1.0,874,210000,0.0,0.0,0.0,0.0,0.15196781
8264,8264,5095 Bridle Place,"Rancho Cucamonga, CA",299,6,6.1,5381,1730000,0.0,1.4387727,0.0,0.0,1.6328549
2813,2813,236 E Avenue 40,"Los Angeles, CA",207,3,2.1,1429,815000,0.0,0.45706958,0.0,0.0,0.0
724,724,3114 E Avenue Q15,"Palmdale, CA",267,3,2.0,1108,230000,0.0,1.7925364,0.0,0.0,2.3526556
8270,8270,2510 San Antonio Crescent,"Upland, CA",381,4,5.2,11183,1999999,0.0,1.4164411,0.0,0.0,4.3827124
5263,5263,1444 Murray Canyon Drive,"Palm Springs, CA",266,4,4.0,4285,1899000,0.0,1.9399719,0.0,0.0,3.7745867
1535,1535,1348 Newmanor Avenue,"Pomona, CA",290,4,2.0,1179,459900,0.0,1.3904116,0.0,0.0,0.3624126
14109,14109,725 Red Cloud Road,"Paso Robles, CA",275,5,4.1,3426,796000,0.0,1.2643917,0.0,0.0,1.5313838
3481,3481,478 Calle Cadiz Unit,"Laguna Woods, CA",181,2,2.0,1040,247499,0.0,0.51068115,0.0,0.0,0.42612916
3712,3712,13048 Del Monte Ave.,"Seal Beach, CA",343,2,2.0,1200,499900,0.0,0.20295154,0.0,0.0,0.2809366
10804,10804,10166 Lone Dove St,"San Diego, CA",320,5,4.0,2987,1250000,0.0,0.6910961,0.0,0.0,1.7113534
15107,15107,742 Chinook Drive,"Ventura, CA",390,3,2.1,1592,619900,0.0,0.7734011,0.0,0.0,2.3801458
8611,8611,3066 Glenview Avenue,"San Bernardino, CA",318,3,2.0,1100,295000,0.0,1.9976763,0.0,0.0,1.879343
10349,10349,12326 Meritage Court,"Rancho Cucamonga, CA",299,5,4.1,3738,778900,0.0,2.0655773,0.0,0.0,1.5160509
11549,11549,742 Ceramic Ln,"Fallbrook, CA",116,3,2.0,1488,445000,0.0,0.7237197,0.0,0.0,1.4740137
3684,3684,302 N Susan Street,"Santa Ana, CA",331,2,1.0,687,450000,0.0,0.6322034,0.0,0.0,0.3132647
3458,3458,1301 Oakmont Road,"Seal Beach, CA",343,2,1.0,1100,249000,0.0,1.0616955,0.0,0.0,1.1852045
9055,9055,1551 Campus Avenue,"Redlands, CA",304,3,2.0,1040,365000,0.0,0.37564003,0.0,0.0,0.13205078
8789,8789,8968 Daisy Road,"Oak Hills, CA",251,3,2.0,1803,349999,0.0,0.82003546,0.0,0.0,1.7698655
6842,6842,4550 Hillside Avenue,"Norco, CA",243,3,2.0,1444,549000,0.0,1.4004029,0.0,0.0,1.995731
4127,4127,148 Luneta Lane,"Ladera Ranch, CA",177,2,3.0,1741,664990,0.0,2.1916926,0.0,0.0,1.7699195
8078,8078,13256 White Fir Court,"Rancho Cucamonga, CA",299,5,4.1,3845,998000,0.0,1.6382223,0.0,0.0,3.9434233
10681,10681,39025 N Shore Drive,"Fawnskin, CA",117,2,1.0,1104,990000,0.0,1.0846021,0.0,0.0,1.8665187
7746,7746,762 Skylar Lane,"Palm Springs, CA",266,4,4.1,2972,899935,0.0,0.18222797,0.0,0.0,0.31897926
2156,2156,4519 Dunrobin Avenue,"Lakewood, CA",192,3,1.0,1076,635000,0.0,0.12165284,0.0,0.0,0.0
2012,2012,806 Ashcomb Drive,"La Puente, CA",174,4,2.0,1300,575000,0.0,1.0355119,0.0,0.0,0.2367509
12047,12047,320 Durgin St,"Ramona, CA",296,3,2.0,1438,550000,0.0,1.4940242,0.0,0.0,2.2300813
1875,1875,4759 Premiere Avenue,"Long Beach, CA",204,3,2.0,1289,599000,0.0,1.493236,0.0,0.0,1.5981352
10600,10600,730 Winterset Court,"Big Bear, CA",38,5,5.0,3250,940000,0.0,0.23891947,0.0,0.0,2.0436697
6266,6266,44185 Carman Place,"La Quinta, CA",175,4,3.0,1840,429900,0.0,2.2060442,0.0,0.0,1.6530168
10978,10978,766 Valley Dr.,"Vista, CA",394,6,4.1,4315,1595000,0.0,0.9897424,0.0,0.0,1.8758171
11380,11380,1565 La Fiesta Dr,"San Marcos, CA",327,2,1.0,1005,355900,0.0,1.3658774,0.0,0.0,1.6714294
7695,7695,39339 Calle Conejo,"Temecula, CA",368,3,2.1,2917,849000,0.0,1.2805092,0.0,0.0,1.7018808
787,787,7308 E Avenue U3,"Littlerock, CA",199,3,2.0,1302,279990,0.0,1.687139,0.0,0.0,1.4690384
1152,1152,7028 Plaska Avenue,"Huntington Park, CA",149,3,1.0,720,349900,0.0,1.2190225,0.0,0.0,1.6335946
11127,11127,1930 San Marcos Blvd,"San Marcos, CA",327,2,2.0,1344,205000,0.0,0.5465118,0.0,0.0,0.51620257
12771,12771,6452 Richard,"San Diego, CA",320,3,2.0,1411,720000,0.0,1.1734403,0.0,0.0,5.654141
12716,12716,315 Verbena Drive,"Borrego Springs, CA",46,6,6.0,4314,695000,0.0,1.6349003,0.0,0.0,3.897241
14631,14631,354 Alosta Way,"Camarillo, CA",59,4,3.1,4012,1120000,0.0,1.3985369,0.0,0.0,2.0707834
8430,8430,61029 Navajo,"Joshua Tree, CA",160,2,2.0,1260,250000,0.0,1.0585665,0.0,0.0,0.19689962
14885,14885,2045 Laurelwood Avenue,"Simi Valley, CA",349,2,2.1,1316,540000,0.0,1.3457879,0.0,0.0,1.9256684
4437,4437,108 S Billie Jo Circle,"Anaheim, CA",12,4,2.1,2124,779000,0.0,0.78102005,0.0,0.0,1.6288383
2589,2589,451 E Italia Street,"Covina, CA",91,4,3.0,2109,750000,0.0,1.618814,0.0,0.0,7.152451
13945,13945,9321 Encina Avenue,"Santa Margarita, CA",335,5,3.1,2521,620000,0.0,0.59412193,0.0,0.0,1.8103603
3937,3937,619 N Buttonwood Street,"Anaheim, CA",12,3,1.1,1701,629900,0.0,1.8021289,0.0,0.0,3.9977467
3512,3512,13221 St Andrews Drive,"Seal Beach, CA",343,2,1.1,800,254900,0.0,0.8574467,0.0,0.0,1.7324773
14671,14671,3324 Willow Canyon Street,"Thousand Oaks, CA",372,5,4.1,4311,1439000,0.0,1.4003261,0.0,0.0,6.1919217
8204,8204,29001 Mammoth Drive,"Lake Arrowhead, CA",182,5,4.1,3688,1099000,0.0,2.0265381,0.0,0.0,4.4623694
8604,8604,14515 Woodland Drive,"Fontana, CA",119,2,1.0,800,259900,0.0,5.6306863,0.0,0.0,0.56835663
7777,7777,1515 Rancho Lane,"Norco, CA",243,5,3.1,3188,799888,0.0,0.0,0.0,0.0,1.8395337
6539,6539,1893 Stonehaven Drive,"Corona, CA",87,5,3.0,2410,539500,0.0,1.0065281,0.0,0.0,1.7688216
10717,10717,1596 Triton St,"Carlsbad, CA",67,5,4.0,3606,1299000,0.0,2.2071025,0.0,0.0,3.5641274
14047,14047,1725 El Camino Real,"Atascadero, CA",21,3,2.1,1998,695000,0.0,0.6063654,0.0,0.0,0.36459467
11009,11009,4868 Drakewood Terrace,"San Diego, CA",320,5,4.1,3994,1925000,0.0,3.3102195,0.0,0.0,6.354647
14847,14847,838 Fine Street,"Fillmore, CA",118,3,2.0,1439,465000,0.0,1.1838373,0.0,0.0,0.34510523
9838,9838,26355 Spyglass Drive,"Lake Arrowhead, CA",182,4,3.1,2751,599900,0.0,0.035572056,0.0,0.0,0.5406716
2572,2572,916 Manley Drive,"San Gabriel, CA",323,3,2.1,1449,748000,0.0,1.2770143,0.0,0.0,0.6617991
7989,7989,25846 Beth Drive,"Menifee, CA",213,4,3.1,3867,899000,0.0,1.4472101,0.0,0.0,1.6654361
13042,13042,1802 Vista De La Montana,"El Cajon, CA",109,4,2.1,3229,829900,0.0,1.5111123,0.0,0.0,1.3269477
1651,1651,5930 8TH Avenue,"Los Angeles, CA",207,3,2.0,1206,499900,0.0,2.9566557,0.0,0.0,4.1826363
11872,11872,25965 Matlin,"Ramona, CA",296,4,2.1,2526,519000,0.0,1.6564697,0.0,0.0,2.1641676
2408,2408,603 Museum Drive,"Los Angeles, CA",207,3,2.0,1204,699000,0.0,0.79505956,0.0,0.0,0.08470153
15157,15157,6420 WINONA Court,"Oak Park, CA",252,3,2.1,1785,699999,0.0,0.32834768,0.0,0.0,0.58113813
12952,12952,2745 Monroe St,"Carlsbad, CA",67,4,3.0,2200,749900,0.0,1.3189503,0.0,0.0,2.0508687
11884,11884,105 San Jacinto Drive,"San Diego, CA",320,3,2.0,1185,549000,0.0,1.8989666,0.0,0.0,2.0078428
4212,4212,287 S Raspberry Lane,"Anaheim Hills, CA",11,4,2.0,1457,699000,0.0,0.8539366,0.0,0.0,0.8348099
11873,11873,130 The Circle,"Vista, CA",394,3,2.0,1241,525000,0.0,0.48495057,0.0,0.0,0.26230007
2963,2963,5023 Doman Avenue,"Tarzana, CA",366,3,2.0,1890,998000,0.0,0.7593501,0.0,0.0,1.6318084
137,137,126 Pinon Street,"Frazier Park, CA",122,4,2.1,1897,285000,0.0,1.8184004,0.0,0.0,1.7219511
9589,9589,15816 Begonia Avenue,"Chino, CA",79,4,3.0,2002,513392,0.0,1.3090081,0.0,0.0,2.4612613
5940,5940,79652 Winsford Drive,"Indio, CA",154,4,3.0,3005,355000,0.0,1.3977561,0.0,0.0,5.5795455
250,250,11317 Silver Crown Avenue,"Bakersfield, CA",24,4,2.1,2496,419000,0.0,2.0330281,0.0,0.0,1.4579849
9331,9331,10015 Rose Drive,"Oak Hills, CA",251,3,2.1,2684,450000,0.0,1.3403434,0.0,0.0,2.0090091
15102,15102,4259 Adam Road,"Simi Valley, CA",349,3,2.0,1342,649000,0.0,1.087579,0.0,0.0,2.149637
15232,15232,278 Redfield Avenue,"Newbury Park, CA",238,4,2.1,2578,737500,0.0,1.2439824,0.0,0.0,1.7516195
7838,7838,25846 Beth Drive,"Menifee, CA",213,4,3.1,3867,899000,0.0,1.4472101,0.0,0.0,1.6654361
7740,7740,15 Birkdale Circle,"Rancho Mirage, CA",300,3,3.1,3169,888900,0.0,0.4065445,0.0,0.0,1.465874
7793,7793,1075 El Alameda,"Palm Springs, CA",266,3,2.1,2353,899000,0.0,0.7936075,0.0,0.0,1.6464416
702,702,817 E Kildare Street,"Lancaster, CA",193,3,2.0,1179,229999,0.0,6.7515564,0.0,0.0,1.3565618
13660,13660,159 E Dana Street,"Nipomo, CA",242,3,2.0,1155,399000,0.0,0.84897774,0.0,0.0,1.7620927
7480,7480,45337 Club Drive,"Indian Wells, CA",153,3,3.0,2031,715000,0.0,1.0143543,0.0,0.0,1.8257366
9166,9166,1204 Del Haven Court,"Redlands, CA",304,3,2.0,1395,399900,0.0,0.4594089,0.0,0.0,1.4720067
158,158,901 Eagle Lane,"Frazier Park, CA",122,4,2.0,2216,349000,0.0,0.7186184,0.0,0.0,0.03449893
13964,13964,196 Rowan Way,"Templeton, CA",370,3,2.1,1890,625000,0.0,0.58242,0.0,0.0,0.32115096
10666,10666,6537 LUNT Court,"Chino, CA",79,5,3.0,3501,969000,0.0,0.5004896,0.0,0.0,0.28854778
13315,13315,920 Camino Aldea,"Chula Vista, CA",80,4,3.1,3138,899000,0.0,1.2926897,0.0,0.0,1.4035271
10538,10538,27502 Meadow Bay Drive,"Lake Arrowhead, CA",182,3,3.1,2396,848500,0.0,0.8320857,0.0,0.0,1.875974
8668,8668,229 E Angeles Boulevard,"Big Bear, CA",38,2,2.0,1040,279000,0.0,2.395914,0.0,0.0,4.040246
5004,5004,3 Boothill Circle,"Rancho Mirage, CA",300,4,4.1,4382,1095000,0.0,0.9908676,0.0,0.0,1.7986325
9058,9058,1426 W Jackson Street,"Rialto, CA",307,3,2.0,1240,395000,0.0,1.0173054,0.0,0.0,0.09772577
7224,7224,76955 Tomahawk Run,"Indian Wells, CA",153,4,3.0,2378,669000,0.0,1.2560736,0.0,0.0,2.1197066
9039,9039,15785 Paine Street,"Fontana, CA",119,4,2.1,1338,359900,0.0,0.76330405,0.0,0.0,0.19827864
6680,6680,44380 Ontario Court,"Indian Wells, CA",153,3,3.0,2368,499000,0.0,1.0084605,0.0,0.0,1.6790599
9899,9899,1610 Couples Court,"Upland, CA",381,3,2.1,1984,599990,0.0,4.9922457,0.0,0.0,9.568756
9553,9553,13027 Farmington Street,"Oak Hills, CA",251,4,2.1,2830,548000,0.0,1.9012415,0.0,0.0,1.9636017
9671,9671,11851 Mount Wilson Court,"Rancho Cucamonga, CA",299,4,3.0,1684,599900,0.0,1.2944115,0.0,0.0,2.0649903
3866,3866,1521 MIKINDA Avenue,"La Habra, CA",169,3,2.0,1273,605000,0.0,1.6485809,0.0,0.0,1.5265197
5245,5245,23 SANTA ROSA MOUNTAIN Lane,"Rancho Mirage, CA",300,4,3.1,3737,2000000,0.0,1.8087497,0.0,0.0,1.9032255
8439,8439,437 San Martin Drive,"Big Bear, CA",38,2,1.0,936,234000,0.0,0.6506463,0.0,0.0,1.6623844
11993,11993,21457 Riding Trail dr,"Escondido, CA",115,3,2.1,1686,575000,0.0,0.5399998,0.0,0.0,1.7968736
5526,5526,4982 W Forest Oaks Avenue,"Banning, CA",26,2,3.0,1456,265000,0.0,1.2554623,0.0,0.0,2.024386
7612,7612,9245 Beauview Drive,"Cherry Valley, CA",77,5,3.2,4200,799000,0.0,1.2167944,0.0,0.0,5.7271857
14001,14001,410 Luzon Street,"Morro Bay, CA",230,3,2.0,1340,689900,0.0,0.53968483,0.0,0.0,0.40803012
8399,8399,18212 Spruce Street,"Adelanto, CA",2,4,2.0,1798,238900,0.0,0.5982707,0.0,0.0,0.28073364
10190,10190,675 Eucalyptus Road,"Cedar Glen, CA",73,3,2.1,2430,675000,0.0,0.48640493,0.0,0.0,0.33439645
9197,9197,236 E Edgemont Drive,"San Bernardino, CA",318,4,3.0,1925,395000,0.0,1.4835695,0.0,0.0,1.9769723
6033,6033,745 Oak Valley Parkway,"Beaumont, CA",29,3,2.0,2018,345000,0.0,1.7213073,0.0,0.0,1.4627547
7580,7580,15835 Skyridge Drive,"Riverside, CA",310,5,4.1,4895,799999,0.0,0.5614162,0.0,0.0,2.2987921
12683,12683,3147 Olive Knoll Pl,"Escondido, CA",115,4,2.1,2308,699000,0.0,1.0348291,0.0,0.0,1.6800414
14228,14228,6725 Ranchita Oaks Place,"San Miguel, CA",329,1,1.0,648,799000,0.0,0.91397834,0.0,0.0,0.590552
14685,14685,316 Silas Lane,"Newbury Park, CA",238,3,2.0,2040,1290000,0.0,1.0111303,0.0,0.0,1.6615361
2506,2506,832 E Greenville Drive,"West Covina, CA",397,4,3.0,1988,695000,0.0,0.3064017,0.0,0.0,0.106193334
8418,8418,10775 Pemberton Street,"Adelanto, CA",2,4,2.0,1398,250000,0.0,0.19509947,0.0,0.0,0.1709281
10,10,38833 Gorman Post Road,"Gorman, CA",129,3,2.1,4044,1350000,0.0,1.4855963,0.0,0.0,2.2447114
4119,4119,929 W Alpine Avenue,"Santa Ana, CA",331,3,2.0,1156,645000,0.0,1.5000867,0.0,0.0,4.535125
12543,12543,645 Helmsdale Rd,"San Marcos, CA",327,4,3.0,2580,688000,0.0,1.5729102,0.0,0.0,1.9031748
14338,14338,560 Hill Street,"San Luis Obispo, CA",326,4,2.0,2696,999900,0.0,2.6454792,0.0,0.0,4.1713347
5385,5385,12325 Pomelo Drive,"Desert Hot Springs, CA",101,4,2.0,1470,250000,0.0,1.437694,0.0,0.0,6.2444615
8350,8350,372 W 20th Street,"San Bernardino, CA",318,2,1.0,989,247000,0.0,0.33717465,0.0,0.0,0.46383727
6668,6668,4616 Sire Circle,"Belltown, CA",33,4,2.0,1232,495000,0.0,0.94491994,0.0,0.0,1.7038056
411,411,2050 Bel Aire Drive,"Glendale, CA",126,3,3.1,2106,1349900,0.0,0.92790854,0.0,0.0,0.5201514
7665,7665,41881 Via Aregio,"Palm Desert, CA",265,4,4.0,2952,750000,0.0,0.74269605,0.0,0.0,1.5613308
5889,5889,51115 Avenida Velasco,"La Quinta, CA",175,3,2.0,1456,329000,0.0,0.47014186,0.0,0.0,1.9354817
5881,5881,81088 Avenida Vidrio,"Indio, CA",154,2,2.0,1488,329900,0.0,0.8109488,0.0,0.0,1.9169158
1543,1543,4304 Edam Street,"Palmdale, CA",267,4,3.0,2996,469900,0.0,1.9007485,0.0,0.0,2.0106657
9820,9820,938 N Palm Avenue,"Ontario, CA",258,3,3.0,2210,574000,0.0,0.9116002,0.0,0.0,2.0523713
11806,11806,2735 Jaynia Pl.,"Lemon Grove, CA",197,3,2.0,1307,495000,0.0,1.5456526,0.0,0.0,1.5707473
991,991,13038 S Vesta Avenue,"Compton, CA",85,2,1.0,684,342000,0.0,0.09058967,0.0,0.0,0.25205356
1954,1954,4921 S NORMANDIE Avenue,"Los Angeles, CA",207,3,2.0,1560,597500,0.0,1.4551723,0.0,0.0,1.842115
887,887,39928 E 179th Street,"Palmdale, CA",267,3,2.0,1322,247000,0.0,0.76303524,0.0,0.0,1.5764123
13503,13503,9150 Harvest Way,"Atascadero, CA",21,3,2.1,3269,1275000,0.0,1.2213874,0.0,0.0,4.368545
9839,9839,6976 Filkins Avenue,"Rancho Cucamonga, CA",299,4,2.1,2117,549900,0.0,0.6665371,0.0,0.0,0.29321662
13290,13290,14968 Conchos Drive,"Poway, CA",294,4,3.0,1625,975000,0.0,0.6502827,0.0,0.0,0.36095324
13603,13603,3120 Tide Avenue,"Morro Bay, CA",230,2,1.0,816,325000,0.0,0.27492025,0.0,0.0,0.40327787
87,87,2312 Dom Court,"Pine Mountain Club, CA",282,3,2.0,1792,299000,0.0,0.6409196,0.0,0.0,1.3608936
2897,2897,145 Los Angeles Avenue,"Monrovia, CA",221,5,4.0,2810,980000,0.0,1.4104987,0.0,0.0,1.281632
9747,9747,16609 Shoal creek,"Fontana, CA",119,4,2.1,3099,599900,0.0,0.68744636,0.0,0.0,0.54926574
7691,7691,6560 Aerial Court,"Riverside, CA",310,5,3.0,3282,799000,0.0,1.0235794,0.0,0.0,4.348103
11027,11027,231 H Ave,"Coronado, CA",88,4,2.0,2348,1999999,0.0,0.946052,0.0,0.0,1.8927256
5243,5243,935 Randall Ranch Road,"Corona, CA",87,5,5.0,5401,1577000,0.0,0.6299027,0.0,0.0,0.14766628
12194,12194,11219 Morning Creek Dr S,"San Diego, CA",320,3,2.0,1475,650000,0.0,1.7458264,0.0,0.0,1.6049765
2940,2940,14754 Bassett Street,"Van Nuys, CA",387,6,4.0,2600,925000,0.0,1.8108568,0.0,0.0,1.7358137
12007,12007,515 Bluffview Rd,"Spring Valley, CA",356,4,2.0,1676,549999,0.0,0.66655964,0.0,0.0,1.6980575
9574,9574,5835 N Pershing Avenue,"San Bernardino, CA",318,4,4.0,3310,514900,0.0,0.65256417,0.0,0.0,0.44739553
10034,10034,12290 Larch Street,"Oak Hills, CA",251,6,3.0,3975,655000,0.0,1.0652537,0.0,0.0,2.1103332
5460,5460,1589 3rd Street,"Coachella, CA",82,3,1.0,956,219000,0.0,0.76221937,0.0,0.0,0.110397644
220,220,11409 Revolution Road,"Bakersfield, CA",24,5,3.1,2527,359900,0.0,1.6155297,0.0,0.0,1.3241231
4859,4859,130 Newall,"Irvine, CA",157,4,3.0,2079,990000,0.0,1.3385732,0.0,0.0,1.5707973
11981,11981,1233 Elkelton Blvd,"Spring Valley, CA",356,3,2.0,1306,500000,0.0,1.3829806,0.0,0.0,3.7080305
4875,4875,110 S Avenida Felipe,"Anaheim Hills, CA",11,5,2.1,2843,969000,0.0,0.6127796,0.0,0.0,0.5521599
14812,14812,115 Surrey Way,"Fillmore, CA",118,3,2.0,1139,439000,0.0,1.2868023,0.0,0.0,1.238922
605,605,7460 MULHOLLAND Drive,"Los Angeles, CA",207,4,3.0,3098,1799000,0.0,1.1402187,0.0,0.0,2.3521755
14663,14663,685 Noble Road,"Simi Valley, CA",349,6,4.1,4112,1369000,0.0,1.3824927,0.0,0.0,1.8938375
9708,9708,15767 Pepper Street,"Chino Hills, CA",78,3,3.0,1711,579000,0.0,1.3999096,0.0,0.0,2.4339058
11700,11700,8237 Churchill Drive,"El Cajon, CA",109,3,2.0,1704,499000,0.0,0.00014335662,0.0,0.0,0.21716622
13549,13549,4920 Windsor Boulevard,"Cambria, CA",60,3,2.1,2700,1650000,0.0,1.232936,0.0,0.0,2.392809
10192,10192,27613 Alpen,"Lake Arrowhead, CA",182,4,3.1,2873,699000,0.0,1.2782489,0.0,0.0,1.8263316
8919,8919,8459 Frankfort Avenue,"Fontana, CA",119,3,1.0,1405,365000,0.0,3.2886305,0.0,0.0,5.595801
8119,8119,6583 Brownstone Place,"Rancho Cucamonga, CA",299,4,3.1,3208,1298000,0.0,0.0,0.0,0.0,1.7499574
8354,8354,16086 N Culver Road,"Victorville, CA",391,3,2.0,1122,205000,0.0,1.4687126,0.0,0.0,1.1975621
9675,9675,12437 Harwick Dr Drive,"Rancho Cucamonga, CA",299,4,2.1,2723,580000,0.0,0.55084,0.0,0.0,0.83632576
7715,7715,4 Asti Circle Circle,"Palm Desert, CA",265,4,3.0,3560,899000,0.0,1.0433371,0.0,0.0,1.9016138
3790,3790,336 W Knepp Avenue,"Fullerton, CA",123,3,2.0,1148,580000,0.0,1.7694451,0.0,0.0,2.065637
2111,2111,3634 Woodruff Avenue,"Long Beach, CA",204,3,2.0,1287,650000,0.0,1.1521716,0.0,0.0,1.6171875
2946,2946,217 Corona Avenue,"Long Beach, CA",204,3,2.0,1156,975000,0.0,1.1719061,0.0,0.0,1.6147491
7294,7294,78710 Avenida La Fonda,"La Quinta, CA",175,3,3.1,2721,711900,0.0,0.37389252,0.0,0.0,0.4341251
8134,8134,16409 Viewcrest Road,"Chino Hills, CA",78,5,5.1,4732,1499800,0.0,3.0162983,0.0,0.0,4.4897738
2396,2396,4433 Walnut Grove Avenue,"Rosemead, CA",313,4,2.1,1912,719000,0.0,0.71391225,0.0,0.0,0.41011873
6972,6972,5727 Royal Hill Drive,"Riverside, CA",310,4,3.0,2950,650000,0.0,0.99862474,0.0,0.0,2.0598464
9449,9449,14869 Pony Court,"Fontana, CA",119,4,2.1,1931,495997,0.0,1.7511766,0.0,0.0,2.0239866
14126,14126,745 Ridgemont Way,"Arroyo Grande, CA",18,3,2.1,2201,799999,0.0,3.9983652,0.0,0.0,4.7039156
11042,11042,13025 Harwick Ln,"San Diego, CA",320,5,3.1,3798,1795000,0.0,0.8499222,0.0,0.0,1.6195011
11889,11889,13653 Cuesta del Sol,"Lakeside, CA",190,5,3.0,2240,549900,0.0,1.7987697,0.0,0.0,1.8667142
5252,5252,40001 Calle De Suenos,"Murrieta, CA",233,5,4.2,5441,1899900,0.0,1.0599788,0.0,0.0,1.5408863
14094,14094,3470 Lakeside Village Drive,"Paso Robles, CA",275,3,2.1,2544,695000,0.0,1.5844235,0.0,0.0,4.693433
15459,15459,1269 Weymouth Lane,"Ventura, CA",390,3,1.0,1439,990000,0.0,0.41559893,0.0,0.0,2.019172
1392,1392,11631 206th Street,"Lakewood, CA",192,2,1.0,720,449000,0.0,1.3041167,0.0,0.0,2.0180953
4743,4743,3000 S Torrey Pines Court,"La Habra, CA",169,4,3.0,2741,999000,0.0,2.0117753,0.0,0.0,1.7265757
9146,9146,6041 Shepherd Drive,"San Bernardino, CA",318,3,3.0,1560,399000,0.0,0.63733596,0.0,0.0,0.6477617
10578,10578,191 S Fairway Drive,"Lake Arrowhead, CA",182,4,4.0,3960,875000,0.0,0.53280824,0.0,0.0,0.46411142
7502,7502,1431 Lorena Way,"Palm Springs, CA",266,3,3.1,3042,799900,0.0,1.455063,0.0,0.0,3.7901359
14016,14016,614 Harrison Street,"Arroyo Grande, CA",18,3,2.0,1509,658900,0.0,1.0584323,0.0,0.0,2.2585244
6434,6434,31471 Park Boulevard,"Nuevo, CA",249,5,3.0,2367,489000,0.0,1.6821928,0.0,0.0,0.13101229
9784,9784,1151 Vine Avenue,"Big Bear, CA",38,3,3.0,1726,599000,0.0,0.14809348,0.0,0.0,0.37477708
143,143,1801 Freeman Drive,"Frazier Park, CA",122,3,2.0,1380,249900,0.0,0.6262899,0.0,0.0,1.6021796
10532,10532,38415 Acorn Way,"Yucaipa, CA",413,5,4.2,3584,849000,0.0,1.003359,0.0,0.0,1.686451
9488,9488,15469 Red Pepper Place,"Fontana, CA",119,4,3.0,2809,499999,0.0,0.74642086,0.0,0.0,1.4341822
